3, 0, 1164.0, -0.5, 226.0, 367.0, -1, -1, -1, -1
3, 1, 691.5, 343.5, 169.0, 293.0, -1, -1, -1, -1
3, 2, 832.0, 407.0, 134.0, 230.0, -1, -1, -1, -1
3, 3, 174.0, 430.0, 200.0, 194.0, -1, -1, -1, -1
3, 4, 961.0, 0.0, 238.0, 434.0, -1, -1, -1, -1
3, 5, 351.5, 397.0, 149.0, 192.0, -1, -1, -1, -1
3, 6, 278.5, 246.0, 147.0, 160.0, -1, -1, -1, -1
3, 7, 705.0, -0.5, 296.0, 177.0, -1, -1, -1, -1
3, 8, 934.0, 348.0, 166.0, 218.0, -1, -1, -1, -1
4, 0, 1169.0, 0.5, 224.0, 363.0, -1, -1, -1, -1
4, 1, 696.5, 348.5, 165.0, 291.0, -1, -1, -1, -1
4, 2, 834.0, 409.5, 134.0, 225.0, -1, -1, -1, -1
4, 3, 177.0, 428.0, 204.0, 194.0, -1, -1, -1, -1
4, 4, 965.0, 0.0, 240.0, 426.0, -1, -1, -1, -1
4, 5, 354.0, 389.0, 150.0, 194.0, -1, -1, -1, -1
4, 6, 280.5, 242.0, 147.0, 164.0, -1, -1, -1, -1
4, 7, 713.5, 0.0, 291.0, 172.0, -1, -1, -1, -1
4, 8, 935.0, 346.0, 166.0, 216.0, -1, -1, -1, -1
5, 0, 1170.5, 0.5, 227.0, 361.0, -1, -1, -1, -1
5, 1, 694.0, 345.5, 168.0, 295.0, -1, -1, -1, -1
5, 2, 834.0, 407.0, 134.0, 226.0, -1, -1, -1, -1
5, 3, 178.0, 423.0, 204.0, 198.0, -1, -1, -1, -1
5, 4, 964.0, -0.5, 246.0, 423.0, -1, -1, -1, -1
5, 5, 355.5, 387.5, 149.0, 193.0, -1, -1, -1, -1
5, 6, 282.5, 239.5, 143.0, 161.0, -1, -1, -1, -1
5, 7, 713.0, 0.0, 288.0, 168.0, -1, -1, -1, -1
5, 8, 937.5, 348.5, 165.0, 211.0, -1, -1, -1, -1
6, 0, 1171.5, 0.0, 223.0, 364.0, -1, -1, -1, -1
6, 1, 695.0, 346.5, 166.0, 295.0, -1, -1, -1, -1
6, 2, 833.0, 406.0, 134.0, 226.0, -1, -1, -1, -1
6, 3, 178.0, 423.5, 200.0, 197.0, -1, -1, -1, -1
6, 4, 962.5, 0.0, 247.0, 424.0, -1, -1, -1, -1
6, 5, 354.0, 388.0, 150.0, 192.0, -1, -1, -1, -1
6, 6, 281.0, 238.5, 142.0, 161.0, -1, -1, -1, -1
6, 7, 703.0, 0.5, 298.0, 167.0, -1, -1, -1, -1
6, 8, 939.0, 348.0, 164.0, 212.0, -1, -1, -1, -1
7, 0, 1171.0, 0.0, 228.0, 364.0, -1, -1, -1, -1
7, 1, 697.5, 348.0, 165.0, 300.0, -1, -1, -1, -1
7, 2, 836.0, 409.0, 136.0, 228.0, -1, -1, -1, -1
7, 3, 175.0, 432.5, 210.0, 193.0, -1, -1, -1, -1
7, 4, 969.0, -0.5, 244.0, 427.0, -1, -1, -1, -1
7, 5, 353.5, 392.5, 153.0, 193.0, -1, -1, -1, -1
7, 6, 278.0, 240.0, 150.0, 170.0, -1, -1, -1, -1
7, 7, 709.0, 0.0, 294.0, 170.0, -1, -1, -1, -1
7, 8, 939.0, 349.0, 164.0, 212.0, -1, -1, -1, -1
8, 0, 1170.5, -0.5, 231.0, 369.0, -1, -1, -1, -1
8, 1, 698.0, 345.5, 166.0, 305.0, -1, -1, -1, -1
8, 2, 835.5, 409.0, 135.0, 230.0, -1, -1, -1, -1
8, 3, 180.0, 430.5, 202.0, 197.0, -1, -1, -1, -1
8, 4, 968.5, -0.5, 245.0, 435.0, -1, -1, -1, -1
8, 5, 355.5, 396.5, 151.0, 195.0, -1, -1, -1, -1
8, 6, 275.5, 247.0, 153.0, 162.0, -1, -1, -1, -1
8, 7, 726.5, 0.0, 281.0, 172.0, -1, -1, -1, -1
8, 8, 941.0, 350.5, 162.0, 215.0, -1, -1, -1, -1
9, 0, 1171.5, 0.0, 231.0, 376.0, -1, -1, -1, -1
9, 1, 696.5, 356.5, 165.0, 299.0, -1, -1, -1, -1
9, 2, 836.5, 416.5, 133.0, 229.0, -1, -1, -1, -1
9, 3, 175.5, 433.5, 205.0, 197.0, -1, -1, -1, -1
9, 4, 963.5, 0.0, 251.0, 434.0, -1, -1, -1, -1
9, 5, 351.5, 403.5, 155.0, 191.0, -1, -1, -1, -1
9, 6, 277.5, 249.5, 151.0, 161.0, -1, -1, -1, -1
9, 7, 713.5, -0.5, 293.0, 181.0, -1, -1, -1, -1
